word1	word2	pos	context1	context2	similarity
fraternity	door	N	The fraternity was very interesting to observe.	The door appeared suddenly.	0.068
task	woman	N	I saw a task yesterday at the park.	The woman is commonly found in nature.	0.068
fraternity	baseball	N	The fraternity is commonly found in nature.	The baseball appeared suddenly.	0.088
cent	size	N	The cent was very interesting to observe.	People often talk about the size.	0.04
presence	door	N	I saw a presence yesterday at the park.	The door appeared suddenly.	0.048
mouse	management	N	The mouse appeared suddenly.	The management was very interesting to observe.	0.048
task	highway	N	The task is commonly found in nature.	The highway was very interesting to observe.	0.048
liquor	century	N	The liquor appeared suddenly.	I saw a century yesterday at the park.	0.04
task	straw	N	The task appeared suddenly.	People often talk about the straw.	0.068
island	task	N	The island was very interesting to observe.	People often talk about the task.	0.03
night	chapter	N	The night was very interesting to observe.	The chapter was very interesting to observe.	0.048
pollution	president	N	The pollution is commonly found in nature.	The president is commonly found in nature.	0.068
gun	trick	N	I saw a gun yesterday at the park.	The trick appeared suddenly.	0.048
bath	trick	N	The bath is commonly found in nature.	People often talk about the trick.	0.057999999999999996
diet	apple	N	The diet was very interesting to observe.	The apple is commonly found in nature.	0.118
cent	wife	N	I saw a cent yesterday at the park.	The wife appeared suddenly.	0.057999999999999996
chapter	tail	N	The chapter was very interesting to observe.	The tail is commonly found in nature.	0.03
course	stomach	N	The course appeared suddenly.	People often talk about the stomach.	0.057999999999999996
hymn	straw	N	The hymn was very interesting to observe.	The straw is commonly found in nature.	0.04
dentist	colonel	N	The dentist is commonly found in nature.	People often talk about the colonel.	0.04
wife	straw	N	The wife was very interesting to observe.	The straw is commonly found in nature.	0.04
hole	wife	N	The hole was very interesting to observe.	The wife was very interesting to observe.	0.068
pupil	president	N	The pupil is commonly found in nature.	People often talk about the president.	0.078
bath	wife	N	The bath is commonly found in nature.	The wife was very interesting to observe.	0.048
people	cent	N	The people was very interesting to observe.	The cent appeared suddenly.	0.048
formula	log	N	The formula was very interesting to observe.	The log was very interesting to observe.	0.177
woman	fur	N	People often talk about the woman.	The fur was very interesting to observe.	0.057999999999999996
apple	sunshine	N	I saw a apple yesterday at the park.	People often talk about the sunshine.	0.057999999999999996
gun	dawn	N	People often talk about the gun.	The dawn is commonly found in nature.	0.118
meal	waist	N	I saw a meal yesterday at the park.	The waist appeared suddenly.	0.098
camera	president	N	The camera is commonly found in nature.	People often talk about the president.	0.048
liquor	band	N	People often talk about the liquor.	The band appeared suddenly.	0.068
stomach	vein	N	I saw a stomach yesterday at the park.	I saw a vein yesterday at the park.	0.23500000000000001
gun	fur	N	The gun is commonly found in nature.	I saw a fur yesterday at the park.	0.03
couch	baseball	N	The couch appeared suddenly.	The baseball is commonly found in nature.	0.088
worker	camera	N	I saw a worker yesterday at the park.	People often talk about the camera.	0.068
deck	mouse	N	I saw a deck yesterday at the park.	The mouse was very interesting to observe.	0.048
rice	boy	N	The rice was very interesting to observe.	The boy appeared suddenly.	0.04
people	gun	N	The people was very interesting to observe.	The gun appeared suddenly.	0.068
cliff	tail	N	The cliff appeared suddenly.	The tail was very interesting to observe.	0.03
ankle	window	N	People often talk about the ankle.	I saw a window yesterday at the park.	0.03
princess	island	N	I saw a princess yesterday at the park.	People often talk about the island.	0.03
container	mouse	N	The container was very interesting to observe.	The mouse was very interesting to observe.	0.03
wagon	container	N	I saw a wagon yesterday at the park.	The container was very interesting to observe.	0.265
people	balloon	N	The people is commonly found in nature.	The balloon is commonly found in nature.	0.048
dollar	people	N	People often talk about the dollar.	The people appeared suddenly.	0.04
bath	balloon	N	I saw a bath yesterday at the park.	People often talk about the balloon.	0.04
stomach	bedroom	N	People often talk about the stomach.	The bedroom was very interesting to observe.	0.04
bicycle	bedroom	N	The bicycle is commonly found in nature.	I saw a bedroom yesterday at the park.	0.04
log	bath	N	The log is commonly found in nature.	I saw a bath yesterday at the park.	0.04
bowl	tail	N	The bowl is commonly found in nature.	The tail was very interesting to observe.	0.048
go	come	V	It's important to go carefully.	She will come tomorrow.	0.242
take	steal	V	She will take tomorrow.	It's important to steal carefully.	0.618
listen	hear	V	We should listen before it's too late.	It's important to hear carefully.	0.817
think	rationalize	V	They decided to think early in the morning.	He tried to rationalize but failed.	0.825
occur	happen	V	He tried to occur but failed.	We should happen before it's too late.	0.932
vanish	disappear	V	It's important to vanish carefully.	They decided to disappear early in the morning.	0.9800000000000001
multiply	divide	V	We should multiply before it's too late.	We should divide before it's too late.	0.175
plead	beg	V	We should plead before it's too late.	She will beg tomorrow.	0.908
begin	originate	V	We should begin before it's too late.	He tried to originate but failed.	0.82
protect	defend	V	It's important to protect carefully.	They decided to defend early in the morning.	0.913
kill	destroy	V	He tried to kill but failed.	We should destroy before it's too late.	0.5900000000000001
create	make	V	It's important to create carefully.	She will make tomorrow.	0.8720000000000001
accept	reject	V	She will accept tomorrow.	They decided to reject early in the morning.	0.08299999999999999
ignore	avoid	V	It's important to ignore carefully.	We should avoid before it's too late.	0.687
carry	bring	V	We should carry before it's too late.	She will bring tomorrow.	0.58
leave	enter	V	It's important to leave carefully.	He tried to enter but failed.	0.095
choose	elect	V	He tried to choose but failed.	She will elect tomorrow.	0.762
lose	fail	V	He tried to lose but failed.	It's important to fail carefully.	0.733
encourage	discourage	V	It's important to encourage carefully.	They decided to discourage early in the morning.	0.158
achieve	accomplish	V	She will achieve tomorrow.	We should accomplish before it's too late.	0.857
make	construct	V	We should make before it's too late.	They decided to construct early in the morning.	0.833
listen	obey	V	We should listen before it's too late.	He tried to obey but failed.	0.493
inform	notify	V	She will inform tomorrow.	They decided to notify early in the morning.	0.925
receive	give	V	They decided to receive early in the morning.	She will give tomorrow.	0.147
borrow	beg	V	It's important to borrow carefully.	She will beg tomorrow.	0.262
take	obtain	V	She will take tomorrow.	She will obtain tomorrow.	0.71
advise	recommend	V	It's important to advise carefully.	It's important to recommend carefully.	0.8099999999999999
imitate	portray	V	They decided to imitate early in the morning.	He tried to portray but failed.	0.675
win	succeed	V	We should win before it's too late.	They decided to succeed early in the morning.	0.79
think	decide	V	They decided to think early in the morning.	It's important to decide carefully.	0.513
greet	meet	V	They decided to greet early in the morning.	She will meet tomorrow.	0.617
agree	argue	V	We should agree before it's too late.	He tried to argue but failed.	0.077
enjoy	entertain	V	It's important to enjoy carefully.	She will entertain tomorrow.	0.592
destroy	make	V	He tried to destroy but failed.	We should make before it's too late.	0.16
save	protect	V	It's important to save carefully.	They decided to protect early in the morning.	0.658
give	lend	V	She will give tomorrow.	We should lend before it's too late.	0.722
understand	know	V	It's important to understand carefully.	He tried to know but failed.	0.747
take	receive	V	They decided to take early in the morning.	He tried to receive but failed.	0.508
accept	acknowledge	V	We should accept before it's too late.	She will acknowledge tomorrow.	0.688
decide	choose	V	She will decide tomorrow.	They decided to choose early in the morning.	0.8869999999999999
accept	believe	V	It's important to accept carefully.	She will believe tomorrow.	0.675
keep	possess	V	We should keep before it's too late.	It's important to possess carefully.	0.827
roam	wander	V	He tried to roam but failed.	We should wander before it's too late.	0.883
succeed	fail	V	She will succeed tomorrow.	She will fail tomorrow.	0.08299999999999999
spend	save	V	It's important to spend carefully.	We should save before it's too late.	0.05500000000000001
leave	go	V	We should leave before it's too late.	She will go tomorrow.	0.763
come	attend	V	They decided to come early in the morning.	It's important to attend carefully.	0.8099999999999999
know	believe	V	They decided to know early in the morning.	It's important to believe carefully.	0.55
gather	meet	V	We should gather before it's too late.	It's important to meet carefully.	0.73
make	earn	V	They decided to make early in the morning.	It's important to earn carefully.	0.762
forget	ignore	V	It's important to forget carefully.	We should ignore before it's too late.	0.307
multiply	add	V	He tried to multiply but failed.	They decided to add early in the morning.	0.27
shrink	grow	V	She will shrink tomorrow.	She will grow tomorrow.	0.023
arrive	leave	V	It's important to arrive carefully.	We should leave before it's too late.	0.133
succeed	try	V	She will succeed tomorrow.	They decided to try early in the morning.	0.398
accept	deny	V	He tried to accept but failed.	She will deny tomorrow.	0.175
arrive	come	V	They decided to arrive early in the morning.	We should come before it's too late.	0.705
agree	differ	V	She will agree tomorrow.	It's important to differ carefully.	0.10500000000000001
send	receive	V	It's important to send carefully.	It's important to receive carefully.	0.10800000000000001
win	dominate	V	We should win before it's too late.	He tried to dominate but failed.	0.568
add	divide	V	It's important to add carefully.	We should divide before it's too late.	0.22999999999999998
kill	choke	V	We should kill before it's too late.	She will choke tomorrow.	0.492
acquire	get	V	He tried to acquire but failed.	She will get tomorrow.	0.882
participate	join	V	He tried to participate but failed.	We should join before it's too late.	0.77
leave	remain	V	She will leave tomorrow.	They decided to remain early in the morning.	0.253
go	enter	V	They decided to go early in the morning.	She will enter tomorrow.	0.4
take	carry	V	It's important to take carefully.	She will carry tomorrow.	0.523
forget	learn	V	We should forget before it's too late.	We should learn before it's too late.	0.118
appoint	elect	V	She will appoint tomorrow.	It's important to elect carefully.	0.817
engage	marry	V	We should engage before it's too late.	It's important to marry carefully.	0.5429999999999999
ask	pray	V	She will ask tomorrow.	It's important to pray carefully.	0.372
go	send	V	It's important to go carefully.	We should send before it's too late.	0.375
take	deliver	V	They decided to take early in the morning.	It's important to deliver carefully.	0.437
speak	hear	V	He tried to speak but failed.	She will hear tomorrow.	0.302
analyze	evaluate	V	It's important to analyze carefully.	They decided to evaluate early in the morning.	0.8029999999999999
argue	rationalize	V	They decided to argue early in the morning.	She will rationalize tomorrow.	0.42000000000000004
lose	keep	V	He tried to lose but failed.	It's important to keep carefully.	0.10500000000000001
compare	analyze	V	It's important to compare carefully.	They decided to analyze early in the morning.	0.8099999999999999
disorganize	organize	V	She will disorganize tomorrow.	It's important to organize carefully.	0.145
go	allow	V	He tried to go but failed.	He tried to allow but failed.	0.362
take	possess	V	We should take before it's too late.	She will possess tomorrow.	0.72
learn	listen	V	We should learn before it's too late.	He tried to listen but failed.	0.388
destroy	construct	V	He tried to destroy but failed.	We should construct before it's too late.	0.092
create	build	V	It's important to create carefully.	She will build tomorrow.	0.8480000000000001
steal	buy	V	She will steal tomorrow.	They decided to buy early in the morning.	0.11299999999999999
kill	hang	V	We should kill before it's too late.	She will hang tomorrow.	0.445
forget	know	V	They decided to forget early in the morning.	It's important to know carefully.	0.092
create	imagine	V	It's important to create carefully.	We should imagine before it's too late.	0.513
do	happen	V	They decided to do early in the morning.	She will happen tomorrow.	0.42300000000000004
win	accomplish	V	We should win before it's too late.	We should accomplish before it's too late.	0.7849999999999999
give	deny	V	It's important to give carefully.	She will deny tomorrow.	0.143
deserve	earn	V	She will deserve tomorrow.	It's important to earn carefully.	0.58
get	put	V	She will get tomorrow.	They decided to put early in the morning.	0.198
locate	find	V	He tried to locate but failed.	They decided to find early in the morning.	0.873
appear	attend	V	They decided to appear early in the morning.	He tried to attend but failed.	0.628
know	comprehend	V	It's important to know carefully.	It's important to comprehend carefully.	0.763
pretend	imagine	V	She will pretend tomorrow.	They decided to imagine early in the morning.	0.8470000000000001
satisfy	please	V	He tried to satisfy but failed.	They decided to please early in the morning.	0.767
cherish	keep	V	It's important to cherish carefully.	She will keep tomorrow.	0.485
argue	differ	V	She will argue tomorrow.	They decided to differ early in the morning.	0.515
overcome	dominate	V	It's important to overcome carefully.	We should dominate before it's too late.	0.625
behave	obey	V	She will behave tomorrow.	We should obey before it's too late.	0.73
cooperate	participate	V	They decided to cooperate early in the morning.	She will participate tomorrow.	0.643
achieve	try	V	He tried to achieve but failed.	We should try before it's too late.	0.442
fail	discourage	V	We should fail before it's too late.	They decided to discourage early in the morning.	0.333
begin	quit	V	It's important to begin carefully.	It's important to quit carefully.	0.128
say	participate	V	It's important to say carefully.	He tried to participate but failed.	0.382
come	bring	V	We should come before it's too late.	She will bring tomorrow.	0.242
declare	announce	V	They decided to declare early in the morning.	He tried to announce but failed.	0.908
read	comprehend	V	They decided to read early in the morning.	They decided to comprehend early in the morning.	0.47000000000000003
take	leave	V	She will take tomorrow.	It's important to leave carefully.	0.24700000000000003
proclaim	announce	V	We should proclaim before it's too late.	We should announce before it's too late.	0.818
acquire	obtain	V	They decided to acquire early in the morning.	He tried to obtain but failed.	0.857
conclude	decide	V	It's important to conclude carefully.	It's important to decide carefully.	0.775
please	plead	V	It's important to please carefully.	She will plead tomorrow.	0.298
argue	prove	V	It's important to argue carefully.	She will prove tomorrow.	0.483
ask	plead	V	It's important to ask carefully.	She will plead tomorrow.	0.647
find	disappear	V	He tried to find but failed.	She will disappear tomorrow.	0.077
inspect	examine	V	It's important to inspect carefully.	It's important to examine carefully.	0.875
verify	justify	V	They decided to verify early in the morning.	It's important to justify carefully.	0.40800000000000003
assume	predict	V	We should assume before it's too late.	We should predict before it's too late.	0.485
learn	evaluate	V	He tried to learn but failed.	We should evaluate before it's too late.	0.417
argue	justify	V	She will argue tomorrow.	We should justify before it's too late.	0.5
make	become	V	He tried to make but failed.	We should become before it's too late.	0.477
discover	originate	V	They decided to discover early in the morning.	He tried to originate but failed.	0.483
achieve	succeed	V	She will achieve tomorrow.	They decided to succeed early in the morning.	0.75
give	put	V	They decided to give early in the morning.	It's important to put carefully.	0.365
understand	listen	V	She will understand tomorrow.	It's important to listen carefully.	0.46799999999999997
expand	grow	V	He tried to expand but failed.	She will grow tomorrow.	0.827
borrow	sell	V	We should borrow before it's too late.	She will sell tomorrow.	0.173
keep	protect	V	It's important to keep carefully.	It's important to protect carefully.	0.54
explain	prove	V	They decided to explain early in the morning.	He tried to prove but failed.	0.41
assume	pretend	V	He tried to assume but failed.	They decided to pretend early in the morning.	0.372
agree	please	V	We should agree before it's too late.	We should please before it's too late.	0.413
forgive	forget	V	We should forgive before it's too late.	She will forget tomorrow.	0.392
clarify	explain	V	They decided to clarify early in the morning.	He tried to explain but failed.	0.833
understand	forgive	V	It's important to understand carefully.	They decided to forgive early in the morning.	0.487
remind	forget	V	They decided to remind early in the morning.	We should forget before it's too late.	0.087
get	remain	V	They decided to get early in the morning.	They decided to remain early in the morning.	0.16
realize	discover	V	We should realize before it's too late.	They decided to discover early in the morning.	0.747
require	inquire	V	She will require tomorrow.	They decided to inquire early in the morning.	0.182
ignore	ask	V	She will ignore tomorrow.	He tried to ask but failed.	0.10700000000000001
think	inquire	V	We should think before it's too late.	She will inquire tomorrow.	0.477
reject	avoid	V	We should reject before it's too late.	He tried to avoid but failed.	0.47800000000000004
argue	persuade	V	They decided to argue early in the morning.	She will persuade tomorrow.	0.623
pursue	persuade	V	They decided to pursue early in the morning.	They decided to persuade early in the morning.	0.317
accept	forgive	V	We should accept before it's too late.	It's important to forgive carefully.	0.373
do	quit	V	They decided to do early in the morning.	It's important to quit carefully.	0.11699999999999999
investigate	examine	V	We should investigate before it's too late.	It's important to examine carefully.	0.8099999999999999
discuss	explain	V	It's important to discuss carefully.	She will explain tomorrow.	0.667
owe	lend	V	He tried to owe but failed.	She will lend tomorrow.	0.23199999999999998
explore	discover	V	It's important to explore carefully.	She will discover tomorrow.	0.8480000000000001
complain	argue	V	We should complain before it's too late.	He tried to argue but failed.	0.48
withdraw	reject	V	It's important to withdraw carefully.	They decided to reject early in the morning.	0.638
keep	borrow	V	They decided to keep early in the morning.	We should borrow before it's too late.	0.225
beg	ask	V	He tried to beg but failed.	She will ask tomorrow.	0.6
arrange	organize	V	He tried to arrange but failed.	They decided to organize early in the morning.	0.827
reduce	shrink	V	She will reduce tomorrow.	She will shrink tomorrow.	0.8019999999999999
speak	acknowledge	V	We should speak before it's too late.	It's important to acknowledge carefully.	0.46699999999999997
give	borrow	V	They decided to give early in the morning.	She will borrow tomorrow.	0.22200000000000003
kill	defend	V	She will kill tomorrow.	He tried to defend but failed.	0.263
disappear	shrink	V	They decided to disappear early in the morning.	He tried to shrink but failed.	0.58
deliver	carry	V	He tried to deliver but failed.	It's important to carry carefully.	0.388
breathe	choke	V	She will breathe tomorrow.	We should choke before it's too late.	0.137
acknowledge	notify	V	He tried to acknowledge but failed.	It's important to notify carefully.	0.53
become	seem	V	She will become tomorrow.	He tried to seem but failed.	0.263
pretend	seem	V	She will pretend tomorrow.	They decided to seem early in the morning.	0.46799999999999997
accomplish	become	V	They decided to accomplish early in the morning.	We should become before it's too late.	0.4
contemplate	think	V	She will contemplate tomorrow.	He tried to think but failed.	0.882
determine	predict	V	They decided to determine early in the morning.	He tried to predict but failed.	0.58
please	entertain	V	He tried to please but failed.	We should entertain before it's too late.	0.5
remain	retain	V	It's important to remain carefully.	He tried to retain but failed.	0.575
pretend	portray	V	We should pretend before it's too late.	It's important to portray carefully.	0.7030000000000001
forget	retain	V	She will forget tomorrow.	She will retain tomorrow.	0.063
want	choose	V	She will want tomorrow.	It's important to choose carefully.	0.47800000000000004
lose	get	V	We should lose before it's too late.	They decided to get early in the morning.	0.077
try	think	V	She will try tomorrow.	He tried to think but failed.	0.262
become	appear	V	We should become before it's too late.	We should appear before it's too late.	0.477
leave	ignore	V	She will leave tomorrow.	It's important to ignore carefully.	0.442
accept	recommend	V	He tried to accept but failed.	It's important to recommend carefully.	0.275
leave	wander	V	He tried to leave but failed.	We should wander before it's too late.	0.357
keep	give	V	We should keep before it's too late.	We should give before it's too late.	0.10500000000000001
give	allow	V	It's important to give carefully.	She will allow tomorrow.	0.515
bring	send	V	She will bring tomorrow.	She will send tomorrow.	0.29700000000000004
absorb	learn	V	They decided to absorb early in the morning.	They decided to learn early in the morning.	0.548
acquire	find	V	She will acquire tomorrow.	They decided to find early in the morning.	0.638
leave	appear	V	It's important to leave carefully.	She will appear tomorrow.	0.097
create	destroy	V	They decided to create early in the morning.	They decided to destroy early in the morning.	0.063
begin	go	V	It's important to begin carefully.	She will go tomorrow.	0.742
get	buy	V	She will get tomorrow.	He tried to buy but failed.	0.508
collect	save	V	They decided to collect early in the morning.	It's important to save carefully.	0.667
replace	restore	V	She will replace tomorrow.	It's important to restore carefully.	0.5730000000000001
join	add	V	They decided to join early in the morning.	She will add tomorrow.	0.8099999999999999
join	marry	V	We should join before it's too late.	They decided to marry early in the morning.	0.5349999999999999
accept	deliver	V	They decided to accept early in the morning.	It's important to deliver carefully.	0.158
attach	join	V	It's important to attach carefully.	She will join tomorrow.	0.775
put	hang	V	It's important to put carefully.	She will hang tomorrow.	0.3
go	sell	V	We should go before it's too late.	She will sell tomorrow.	0.097
communicate	pray	V	They decided to communicate early in the morning.	They decided to pray early in the morning.	0.355
give	steal	V	It's important to give carefully.	They decided to steal early in the morning.	0.05
add	build	V	He tried to add but failed.	He tried to build but failed.	0.492
bring	restore	V	She will bring tomorrow.	She will restore tomorrow.	0.262
comprehend	satisfy	V	He tried to comprehend but failed.	We should satisfy before it's too late.	0.255
portray	decide	V	He tried to portray but failed.	He tried to decide but failed.	0.118
organize	become	V	They decided to organize early in the morning.	She will become tomorrow.	0.177
give	know	V	It's important to give carefully.	It's important to know carefully.	0.088
say	verify	V	We should say before it's too late.	It's important to verify carefully.	0.49000000000000005
cooperate	join	V	It's important to cooperate carefully.	He tried to join but failed.	0.518
arrange	require	V	It's important to arrange carefully.	We should require before it's too late.	0.098
borrow	want	V	They decided to borrow early in the morning.	It's important to want carefully.	0.177
investigate	pursue	V	He tried to investigate but failed.	He tried to pursue but failed.	0.7150000000000001
ignore	explore	V	It's important to ignore carefully.	We should explore before it's too late.	0.04
bring	complain	V	We should bring before it's too late.	It's important to complain carefully.	0.098
enter	owe	V	It's important to enter carefully.	We should owe before it's too late.	0.068
portray	notify	V	She will portray tomorrow.	They decided to notify early in the morning.	0.078
remind	sell	V	He tried to remind but failed.	It's important to sell carefully.	0.04
absorb	possess	V	They decided to absorb early in the morning.	He tried to possess but failed.	0.5
join	acquire	V	She will join tomorrow.	We should acquire before it's too late.	0.28500000000000003
send	attend	V	They decided to send early in the morning.	It's important to attend carefully.	0.16699999999999998
gather	attend	V	They decided to gather early in the morning.	We should attend before it's too late.	0.48
absorb	withdraw	V	She will absorb tomorrow.	We should withdraw before it's too late.	0.29700000000000004
attend	arrive	V	It's important to attend carefully.	He tried to arrive but failed.	0.608
